"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00134101","1966-11","41.6093","-91.5051","195.1","IOWA CITY, IA US","","","0.0",",0","6",",0","2",",0","1",",0","0",",0","0",",0","0",",0","20",",0","0",",0","2",",0","0",",0","","","19661112","+,,0","19661130","+,,0","19661101",",,0","","","19661109",",,0","19661107",",,0","-8.9",",0,12,+","0",",,0,30,+","0",",T,0,01,","27.7",",,0,09,","23.3",",0,07,","30.5","3,,,0","670.6","0","393.1",",0","3.18","5,,,0","11.69","3,,,0","37.1",",,,0","0",",T,,0","5.23",",0","11.14",",,,0","-0.69",",,,0","2967",",,,0"
"USC00134101","1966-12","41.6093","-91.5051","195.1","IOWA CITY, IA US","","","0.0",",0","8",",0","4",",0","0",",0","4",",0","1",",0","0",",0","29",",0","15",",0","0",",0","0",",0","","","19661203","+,,0","19661229","+,,0","19661228",",,0","","","19661228",",,0","19661206",",,0","-15.6",",0,03,+","127",",,0,29,+","117",",,0,28,","9.7",",,0,28,","12.8",",0,06,","","","1329.2","0","658.6",",0","","","","","21.2",",,,0","123",",,,0","-2.91",",0","1.47",",,,0","-7.29",",,,0","",""
"USC00134101","1967-01","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","0","0.0",",0","6",",0","2",",0","0",",0","14",",0","0",",0","3",",0","30",",0","9",",0","0",",0","0",",0","","","19670118",",,0","19670108","+,,0","19670126",",,0","","","19670124",",,0","19670124",",,0","-25.6",",0,18,","76",",,0,08,+","18",",,0,26,","9.1",",,0,24,","15.0",",0,24,","","","1997.2","0","668.0",",0","","","","","16.0",",,,0","21",",,,0","-3.21",",0","2.96",",,,0","-9.39",",,,0","",""
"USC00134101","1967-02","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","0","0.0",",0","4",",0","2",",0","0",",0","12",",0","3",",0","3",",0","28",",0","13",",0","0",",0","0",",0","","","19670225",",,0","19670202","+,,0","19670201",",,0","","","19670201",",,0","19670214",",,0","-23.3",",0,25,","102",",,0,02,+","94",",,0,01,","8.9",",,0,01,","15.6",",0,14,","","","2665.1","0","667.9",",0","","","","","14.2",",,,0","167",",,,0","-5.52",",0","0.35",",,,0","-11.39",",,,0","",""
"USC00134101","1967-03","41.6093","-91.5051","195.1","IOWA CITY, IA US","4.0","0","4.0",",0","7",",0","4",",0","1",",0","0",",0","0",",0","0",",0","19",",0","0",",0","4",",0","0",",0","","","19670308",",,0","19670320","+,,0","19670320",",,0","","","19670320",",,0","19670330",",,0","-16.1",",0,08,","0",",T,0,20,+","20",",,0,20,","25.7",",,0,20,","27.8",",0,30,","","","3087.2","0","422.1",",0","","","","","65.7",",,,0","28",",,,0","4.85",",0","11.11",",,,0","-1.42",",,,0","",""
"USC00134101","1967-04","41.6093","-91.5051","195.1","IOWA CITY, IA US","7.0","0","3.0",",0","11",",0","9",",0","1",",0","1",",0","1",",0","0",",0","5",",0","0",",0","7",",0","0",",0","","","19670424",",,0","19670423",",,0","19670423",",,0","","","19670413",",,0","19670416",",,0","-2.8",",0,24,","51",",,0,23,","51",",,0,23,","29.7",",,0,13,","27.8",",0,16,","82.1","1,,,0","3302.0","0","214.8",",0","6.50",",,,0","20.03","1,,,0","114.8",",,,0","51",",,,0","11.28",",0","17.61",",,,0","4.94",",,,0","3717",",,,0"
"USC00134101","1967-05","41.6093","-91.5051","195.1","IOWA CITY, IA US","38.9","0","31.9",",0","11",",0","3",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","16",",0","3",",0","","","19670507",",,0","19670531","+,,0","19670531","+,,0","","","19670519",",,0","19670525",",,0","-0.6",",0,07,","0",",,0,31,+","0",",,0,31,+","6.9",",,0,19,","34.4",",0,25,","155.1",",,,0","3451.5","0","149.5",",0","9.57",",,,0","23.98",",,,0","29.4",",,,0","0",",,,0","14.54",",0","21.88",",,,0","7.20",",,,0","3508",",,,0"
"USC00134101","1967-06","41.6093","-91.5051","195.1","IOWA CITY, IA US","151.6","0","112.7",",0","10",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","3",",0","","","19670625","+,,0","19670630","+,,0","19670630","+,,0","","","19670607",",,0","19670630",",,0","8.9",",0,25,+","0",",,0,30,+","0",",,0,30,+","128.5",",,0,07,","32.8",",0,30,","130.8","1,,,0","3455.4","0","3.9",",0","17.72",",,,0","31.45",",,,0","190.2",",,,0","0",",,,0","21.96",",0","28.36",",,,0","15.56",",,,0","2166",",,,0"
"USC00134101","1967-07","41.6093","-91.5051","195.1","IOWA CITY, IA US","288.1","0","136.5",",0","8",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","8",",0","","","19670705","+,,0","19670731","+,,0","19670731","+,,0","","","19670719",",,0","19670723",",,0","8.9",",0,05,+","0",",,0,31,+","0",",,0,31,+","42.2",",,0,19,","35.0",",0,23,","168.1",",,,0","9.1","0","9.1",",0","17.92",",,,0","32.16",",,,0","71.2",",,,0","0",",,,0","22.44",",0","29.54",",,,0","15.34",",,,0","2035",",,,0"
"USC00134101","1967-08","41.6093","-91.5051","195.1","IOWA CITY, IA US","368.2","0","80.1",",0","9",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","19670820",",,0","19670831","+,,0","19670831","+,,0","","","19670808",",,0","19670802",",,0","5.0",",0,20,","0",",,0,31,+","0",",,0,31,+","65.5",",,0,08,","31.7",",0,02,","134.2","1,,,0","21.4","0","12.3",",0","15.95",",,,0","31.25",",,,0","116.0",",,,0","0",",,,0","20.52",",0","27.40",",,,0","13.65",",,,0","1920",",,,0"
"USC00134101","1967-09","41.6093","-91.5051","195.1","IOWA CITY, IA US","397.2","0","29.0",",0","8",",0","6",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","27",",0","0",",0","","","19670929",",,0","19670930","+,,0","19670930","+,,0","","","19670915",",,0","19670908",",,0","0.0",",0,29,","0",",,0,30,+","0",",,0,30,+","35.8",",,0,15,","28.9",",0,08,","104.2",",,,0","82.6","0","61.2",",0","12.64",",,,0","26.47",",,,0","117.5",",,,0","0",",,,0","17.26",",0","24.00",",,,0","10.52",",,,0","1720",",,,0"
"USC00134101","1967-10","41.6093","-91.5051","195.1","IOWA CITY, IA US","410.3","0","13.1","1,0","12",",0","9",",0","3",",0","1",",0","1",",0","0",",0","7",",0","0","1,0","12","1,0","0","1,0","","","19671028",",,0","19671027",",,0","19671027",",,0","","","19671008",",,0","19671002",",1,0","-3.9",",0,28,","51",",,0,27,","76",",,0,27,","32.5",",,0,08,","29.4","1,0,02,","81.5",",,,0","299.6","0","217.0","1,0","7.25",",,,0","18.23",",,,0","141.5",",,,0","76",",,,0","11.46","1,0","17.53","1,,,0","5.39",",,,0","2776",",,,0"
"USC00134101","1967-11","41.6093","-91.5051","195.1","IOWA CITY, IA US","410.3","0","0.0",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","21",",0","1",",0","0",",0","0",",0","","","19671128",",,0","19671129",",,0","19671130",",,0","","","19671102",",,0","19671111",",,0","-10.6",",0,28,","0",",T,0,29,","3",",,0,30,","16.3",",,0,02,","18.3",",0,11,","","","759.5","0","459.9",",0","","","","","38.1",",,,0","3",",,,0","3.00",",0","7.75",",,,0","-1.74",",,,0","1979","3,,,0"
"USC00134101","1967-12","41.6093","-91.5051","195.1","IOWA CITY, IA US","410.3","0","0.0",",0","13",",0","3",",0","0",",0","1",",0","1",",0","1",",0","24",",0","10",",0","0",",0","0",",0","","","19671231",",,0","19671228",",,0","19671228",",,0","","","19671217",",,0","19671221",",,0","-22.2",",0,31,","25",",,0,28,","25",",,0,28,","5.6",",,0,17,","14.4",",0,21,","","","1364.1","0","604.6",",0","","","","","18.1",",,,0","43",",,,0","-1.17",",0","3.20",",,,0","-5.54",",,,0","",""
"USC00134101","1968-01","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","0","0.0",",0","9",",0","2",",0","0",",0","10",",0","3",",0","8",",0","29",",0","17",",0","0",",0","0",",0","","","19680107",",,0","19680113","+,,0","19680112",",,0","","","19680108",",,0","19680129",",,0","-25.6",",0,07,","76",",,0,13,+","51",",,0,12,","3.3",",,0,08,","11.1",",0,29,","","","2086.3","0","722.2",",0","","","","","11.9",",,,0","130",",,,0","-4.96",",0","0.02",",,,0","-9.95",",,,0","",""
"USC00134101","1968-02","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","0","0.0",",0","3",",0","1",",0","0",",0","2",",0","1",",0","3",",0","28",",0","11",",0","0",",0","0",",0","","","19680221",",,0","19680220",",,0","19680220",",,0","","","19680201",",,0","19680201",",,0","-20.0",",0,21,","51",",,0,20,","64",",,0,20,","9.7",",,0,01,","10.0",",0,01,","","","2737.8","0","651.5",",0","","","","","12.2",",,,0","64",",,,0","-4.13",",0","1.62",",,,0","-9.89",",,,0","",""
"USC00134101","1968-03","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","0","0.0",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","6",",0","0",",0","","","19680303",",,0","19680331","+,,0","19680322","+,,0","","","19680308",",,0","19680328",",,0","-11.1",",0,03,","0",",,0,31,+","0",",T,0,22,+","11.4",",,0,08,","27.2",",0,28,","","","3088.2","0","350.4",",0","","","","","27.0",",,,0","0",",T,,0","7.03",",0","14.56",",,,0","-0.50",",,,0","",""
"USC00134101","1968-04","41.6093","-91.5051","195.1","IOWA CITY, IA US","1.4","0","1.4",",0","10",",0","6",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","10",",0","0",",0","","","19680401",",,0","19680430","+,,0","19680429",",,0","","","19680420",",,0","19680411",",,0","-3.9",",0,01,","0",",,0,30,+","0",",T,0,29,","21.8",",,0,20,","27.8",",0,11,","114.4","2,,,0","3287.2","0","199.0",",0","","","","","87.6",",,,0","0",",T,,0","11.75",",0","19.07",",,,0","4.43",",,,0","3702","2,,,0"
"USC00134101","1968-05","41.6093","-91.5051","195.1","IOWA CITY, IA US","13.6","0","12.2",",0","14",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","0",",0","","","19680510",",,0","19680531","+,,0","19680531","+,,0","","","19680526",",,0","19680502",",,0","2.2",",0,10,","0",",,0,31,+","0",",,0,31,+","24.9",",,0,26,","31.1",",0,02,","156.1",",,,0","3399.8","0","112.6",",0","","","","","84.2",",,,0","0",",,,0","15.10",",0","22.01",",,,0","8.18",",,,0","3127",",,,0"
"USC00134101","1968-06","41.6093","-91.5051","195.1","IOWA CITY, IA US","159.1","0","145.5",",0","9",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","10",",0","","","19680628",",,0","19680630","+,,0","19680630","+,,0","","","19680624",",,0","19680623","+,,0","8.3",",0,28,","0",",,0,30,+","0",",,0,30,+","28.4",",,0,24,","33.9",",0,23,+","184.8",",,,0","3407.3","0","7.5",",0","","","","","123.4",",,,0","0",",,,0","22.93",",0","29.50",",,,0","16.36",",,,0","2299",",,,0"
"USC00134101","1968-07","41.6093","-91.5051","195.1","IOWA CITY, IA US","333.5","0","174.4",",0","10",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","","","19680703",",,0","19680731","+,,0","19680731","+,,0","","","19680723",",,0","19680722","+,,0","10.0",",0,03,","0",",,0,31,+","0",",,0,31,+","11.2",",,0,23,","35.0",",0,22,+","198.6","1,,,0","2.5","0","2.5",",0","19.25",",,,0","33.86",",,,0","53.9",",,,0","0",",,,0","23.88",",0","30.24",",,,0","17.51",",,,0","2221",",,,0"
"USC00134101","1968-08","41.6093","-91.5051","195.1","IOWA CITY, IA US","504.9","0","171.4",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","12",",0","","","19680828",",,0","19680831","+,,0","19680831","+,,0","","","19680831",",,0","19680823","+,,0","8.9",",0,28,","0",",,0,31,+","0",",,0,31,+","17.5",",,0,31,","36.1",",0,23,+","172.9",",,,0","3.9","0","1.4",",0","18.76",",,,0","33.12",",,,0","33.6",",,,0","0",",,,0","23.82",",0","30.38",",,,0","17.25",",,,0","2158",",,,0"
"USC00134101","1968-09","41.6093","-91.5051","195.1","IOWA CITY, IA US","542.2","0","37.3",",0","15",",0","10",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","1",",0","","","19680925",",,0","19680930","+,,0","19680930","+,,0","","","19680916",",,0","19680903",",,0","6.1",",0,25,","0",",,0,30,+","0",",,0,30,+","43.2",",,0,16,","32.2",",0,03,","110.6",",,,0","40.4","0","36.5",",0","13.60",",,,0","27.19",",,,0","153.5",",,,0","0",",,,0","18.36",",0","25.03",",,,0","11.68",",,,0","1954",",,,0"
"USC00134101","1968-10","41.6093","-91.5051","195.1","IOWA CITY, IA US","564.7","0","22.5",",0","7",",0","4",",0","1",",0","0",",0","0",",0","0",",0","4",",0","0",",0","11",",0","0",",0","","","19681029",",,0","19681031","+,,0","19681031","+,,0","","","19681022",",,0","19681015","+,,0","-2.8",",0,29,","0",",,0,31,+","0",",,0,31,+","36.3",",,0,22,","29.4",",0,15,+","76.1",",,,0","228.5","0","188.1",",0","7.87",",,,0","19.98",",,,0","60.4",",,,0","0",",,,0","12.99",",0","19.62",",,,0","6.36",",,,0","2622",",,,0"
"USC00134101","1968-11","41.6093","-91.5051","195.1","IOWA CITY, IA US","564.7","0","0.0",",0","6",",0","3",",0","0",",0","1",",0","2",",0","0",",0","18",",0","0",",0","1",",0","0",",0","","","19681130",",,0","19681110",",,0","19681111","+,,0","","","19681115",",,0","19681101",",,0","-7.2",",0,30,","25",",,0,10,","25",",,0,11,+","12.2",",,0,15,","21.7",",0,01,","","","665.3","0","436.8",",0","","","","","24.9",",,,0","50",",,,0","3.77",",0","8.20",",,,0","-0.65",",,,0","",""
"USC00134101","1968-12","41.6093","-91.5051","195.1","IOWA CITY, IA US","564.7","0","0.0",",0","10",",0","5",",0","0",",0","6","2,0","2",",0","1",",0","29",",0","14",",0","0",",0","0",",0","","","19681231",",,0","19681230",",2,0","19681228",",,0","","","19681219",",,0","19681212",",,0","-24.4",",0,31,","102","2,,0,30,","76",",,0,28,","23.6",",,0,19,","13.9",",0,12,","","","1344.8","0","679.5",",0","","","","","59.9",",,,0","159",",,,0","-3.59",",0","0.81",",,,0","-7.98",",,,0","",""
"USC00134101","1969-01","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","0","0.0",",0","8",",0","6",",0","1",",0","","","2",",0","10",",0","31",",0","19",",0","0",",0","0",",0","","","19690101",",,0","","","19690106",",,0","","","19690123",",,0","19690116",",,0","-23.9",",0,01,","","","102",",,0,06,","28.4",",,0,23,","5.0",",0,16,","","","2149.8","0","805.0",",0","","","","","71.8",",,,0","196",",,,0","-7.63",",0","-3.55",",,,0","-11.72",",,,0","",""
"USC00134101","1969-02","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","0","0.0",",0","3",",0","2",",0","0",",0","20","1,0","2",",0","0",",0","26",",0","7",",0","0",",0","0",",0","","","19690203",",,0","19690222",",1,0","19690228",",,0","","","19690222",",,0","19690225",",,0","-17.2",",0,03,","76","1,,0,22,","76",",,0,28,","7.6",",,0,22,","6.1",",0,25,","","","2727.9","0","578.1",",0","","","","","12.7",",,,0","140",",,,0","-2.31",",0","1.54",",,,0","-6.17",",,,0","",""
"USC00134101","1969-03","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","0","0.0",",0","7",",0","2",",0","0",",0","0",",0","1",",0","0",",0","28",",0","4",",0","0",",0","0",",0","","","19690311",",,0","19690326","+,,0","19690325",",,0","","","19690324",",,0","19690319",",,0","-15.0",",0,11,","0",",T,0,26,+","25",",,0,25,","16.8",",,0,24,","18.9",",0,19,","","","3286.0","0","558.1",",0","","","","","27.2",",,,0","51",",,,0","0.33",",0","6.31",",,,0","-5.65",",,,0","",""
"USC00134101","1969-04","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","0","0.0",",0","11",",0","7",",0","1",",0","0",",0","0",",0","0",",0","3",",0","0",",0","5",",0","0",",0","","","19690429","+,,0","19690430","+,,0","19690430","+,,0","","","19690404",",,0","19690425",",,0","-1.1",",0,29,+","0",",,0,30,+","0",",,0,30,+","42.2",",,0,04,","22.8",",0,25,","94.2","2,,,0","3479.8","0","193.8",",0","7.86","2,,,0","21.48","1,,,0","109.3",",,,0","0",",,,0","11.87",",0","18.16",",,,0","5.58",",,,0","2746","2,,,0"
"USC00134101","1969-05","41.6093","-91.5051","195.1","IOWA CITY, IA US","45.0","0","45.0","1,0","11",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","22","1,0","0","1,0","","","19690510",",,0","19690531","+,,0","19690510",",,0","","","19690506",",,0","19690528",",1,0","1.1",",0,10,","0",",,0,31,+","0",",T,0,10,","29.0",",,0,06,","31.7","1,0,28,","118.6","1,,,0","3555.9","0","76.1","1,0","12.42",",,,0","25.45",",,,0","106.0",",,,0","0",",T,,0","17.17","1,0","24.00","1,,,0","10.35",",,,0","2393",",,,0"
"USC00134101","1969-06","41.6093","-91.5051","195.1","IOWA CITY, IA US","116.2","0","71.2",",0","14",",0","11",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","3",",0","","","19690603",",,0","19690630","+,,0","19690630","+,,0","","","19690630",",,0","19690629",",,0","6.1",",0,03,","0",",,0,30,+","0",",,0,30,+","42.9",",,0,30,","33.3",",0,29,","135.5","3,,,0","3586.8","0","30.9",",0","15.23",",,,0","27.64",",,,0","215.3",",,,0","0",",,,0","19.67",",0","26.04",",,,0","13.31",",,,0","2989",",,,0"
"USC00134101","1969-07","41.6093","-91.5051","195.1","IOWA CITY, IA US","311.4","0","195.2",",0","13",",0","12",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","9",",0","","","19690701",",,0","19690731","+,,0","19690731","+,,0","","","19690708",",,0","19690713","+,,0","14.4",",0,01,","0",",,0,31,+","0",",,0,31,+","57.7",",,0,08,","34.4",",0,13,+","157.1","4,,,0","0.0","0","0.0",",0","21.32",",,,0","32.56",",,,0","207.9",",,,0","0",",,,0","24.63",",0","30.22",",,,0","19.04",",,,0","1837","2,,,0"
"USC00134101","1969-08","41.6093","-91.5051","195.1","IOWA CITY, IA US","473.9","0","162.5",",0","4",",0","3",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","","","19690824",",,0","19690831","+,,0","19690831","+,,0","","","19690807",",,0","19690830","+,,0","11.1",",0,24,","0",",,0,31,+","0",",,0,31,+","43.2",",,0,07,","33.3",",0,30,+","164.2",",,,0","0.0","0","0.0",",0","18.71",",,,0","32.69",",,,0","99.3",",,,0","0",",,,0","23.58",",0","30.37",",,,0","16.78",",,,0","1277",",,,0"
"USC00134101","1969-09","41.6093","-91.5051","195.1","IOWA CITY, IA US","524.2","0","50.3",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","","","19690928",",,0","19690930","+,,0","19690930","+,,0","","","19690914",",,0","19690913",",,0","5.6",",0,28,","0",",,0,30,+","0",",,0,30,+","15.0",",,0,14,","29.4",",0,13,","94.2",",,,0","30.4","0","30.4",",0","14.06",",,,0","25.89",",,,0","47.0",",,,0","0",",,,0","19.00",",0","25.41",",,,0","12.58",",,,0","1819",",,,0"
"USC00134101","1969-10","41.6093","-91.5051","195.1","IOWA CITY, IA US","543.1","0","18.9",",0","10",",0","9",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","9",",0","0",",0","","","19691028",",,0","19691031","+,,0","19691031","+,,0","","","19691011",",,0","19691001",",,0","-5.0",",0,28,","0",",,0,31,+","0",",,0,31,+","16.8",",,0,11,","31.1",",0,01,","74.2","1,,,0","275.8","0","245.4",",0","7.78","2,,,0","16.24",",,,0","81.5",",,,0","0",",,,0","11.03",",0","16.90",",,,0","5.16",",,,0","2592",",,,0"
"USC00134101","1969-11","41.6093","-91.5051","195.1","IOWA CITY, IA US","543.1","0","0.0",",0","3",",0","1",",0","0",",0","1",",0","0",",0","0",",0","19",",0","1",",0","0",",0","0",",0","","","19691128",",,0","19691115",",,0","19691115",",,0","","","19691103",",,0","19691107","+,,0","-10.6",",0,28,","25",",,0,15,","13",",,0,15,","4.6",",,0,03,","18.3",",0,07,+","","","701.7","0","425.9",",0","","","","","6.9",",,,0","13",",,,0","4.14",",0","10.33",",,,0","-2.06",",,,0","",""
"USC00134101","1969-12","41.6093","-91.5051","195.1","IOWA CITY, IA US","543.1","0","0.0",",0","7",",0","5",",0","0",",0","22","3,0","5",",0","0",",0","31",",0","18",",0","0",",0","0",",0","","","19691227",",,0","19691207",",3,0","19691207",",,0","","","19691207",",,0","19691201",",,0","-15.6",",0,27,","229","3,,0,07,","305",",,0,07,","23.9",",,0,07,","12.2",",0,01,","","","1386.5","0","684.8",",0","","","","","38.4",",,,0","496",",,,0","-3.76",",0","0.69",",,,0","-8.21",",,,0","",""
"USC00134101","1970-01","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","0","0.0",",0","6",",0","1",",0","0",",0","31",",0","1",",0","11",",0","31",",0","21",",0","0",",0","0",",0","","","19700121",",,0","19700123","+,,0","19700122",",,0","","","19700122",",,0","19700131","+,,0","-29.4",",0,21,","279",",,0,23,+","102",",,0,22,","8.6",",,0,22,","7.2",",0,31,+","","","2272.1","0","885.6",",0","","","","","12.5",",,,0","144",",,,0","-10.24",",0","-5.57",",,,0","-14.90",",,,0","",""
"USC00134101","1970-02","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","0","0.0",",0","5",",0","0",",0","0",",0","19",",0","0",",0","3",",0","27",",0","7",",0","0",",0","0",",0","","","19700203",",,0","19700220","+,,0","19700209","+,,0","","","19700208",",,0","19700221",",,0","-22.8",",0,03,","25",",,0,20,+","13",",,0,09,+","1.5",",,0,08,","13.3",",0,21,","","","2871.8","0","599.7",",0","","","","","4.6",",,,0","47",",,,0","-3.09",",0","3.21",",,,0","-9.38",",,,0","",""
"USC00134101","1970-03","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","0","0.0",",0","11",",0","5",",0","1",",0","4",",0","3",",0","0",",0","26",",0","0",",0","0",",0","0",",0","","","19700328",",,0","19700310",",,0","19700310",",,0","","","19700302",",,0","19700303",",,0","-11.7",",0,28,","152",",,0,10,","140",",,0,10,","33.5",",,0,02,","16.7",",0,03,","","","3385.1","0","513.3",",0","","","","","101.1",",,,0","355",",,,0","1.78",",0","7.07",",,,0","-3.52",",,,0","",""
"USC00134101","1970-04","41.6093","-91.5051","195.1","IOWA CITY, IA US","19.7","0","19.7","1,0","12",",0","8",",0","1",",0","1",",0","2",",0","0","1,0","4","1,0","0",",0","9",",0","0",",0","","","19700404",",1,0","19700402",",,0","19700402",",,0","","","19700413",",,0","19700428",",,0","-5.6","1,0,04,","51",",,0,02,","89",",,0,02,","35.1",",,0,13,","31.7",",0,28,","","","3589.5","0","204.4",",0","","","","","68.5",",,,0","127",",,,0","11.76","1,0","18.01",",,,0","5.51","1,,,0","",""
"USC00134101","1970-05","41.6093","-91.5051","195.1","IOWA CITY, IA US","90.3","0","70.6","1,0","13",",0","11",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","25",",0","0",",0","","","19700502",",1,0","19700531","+,,0","19700531","+,,0","","","19700513",",,0","19700522",",,0","0.6","1,0,02,","0",",,0,31,+","0",",,0,31,+","30.7",",,0,13,","31.7",",0,22,","153.5",",,,0","3635.6","0","46.1",",0","14.22",",,,0","27.22",",,,0","148.1",",,,0","0",",,,0","19.01","1,0","25.64",",,,0","12.38","1,,,0","2460",",,,0"
"USC00134101","1970-06","41.6093","-91.5051","195.1","IOWA CITY, IA US","211.4","0","121.1",",0","10",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","2",",0","","","19700619","+,,0","19700630","+,,0","19700630","+,,0","","","19700601",",,0","19700630","+,,0","10.0",",0,19,+","0",",,0,30,+","0",",,0,30,+","34.5",",,0,01,","35.6",",0,30,+","161.4","1,,,0","3644.7","0","9.1",",0","18.57",",,,0","30.97",",,,0","153.5",",,,0","0",",,,0","22.07",",0","28.17",",,,0","15.97",",,,0","2311",",,,0"
